uuid,avaliacaoRef,idBaseRef,fazendaRef,dtcResponsavelRef,cod_fazenda,nomeFazenda,cidade_nome,estado_sigla,regiao_macro,regiao_micro,safra,epoca,dataPlantioSoja,dataColheitaSoja,latitude,longitude,altitude,nomeResponsavel,nome,dePara,status_material,tipoTeste,indexTratamento,populacao,gm,subamostra,plantas
b7caaa66-6cc3-47fc-a3ce-77d504d7bce4,9cea9d76-6168-4d49-a765-d2d49447cb1c,d39080c0-8574-4d2d-9404-9b9ffde3406a,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,NC25-41893-3,NC25-41893-3,LINHAGEM,Faixa,9,300,73,2,130
b7dfeadd-c42b-42c3-98fa-02d2760fe2a2,909187fe-e212-4968-8e38-48edb4dd803d,66ed04c1-4308-408c-9999-8d2986ba7fd9,a512ba74-dcc1-4745-8d13-f41d08e99d49,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-I-24,Xíru,Cruz Alta,RS,MACRO I,REC 102,2024/25,Safra,11/21/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SE25-1842-1,SE25-1842-1,LINHAGEM,Faixa,9,250,57,2,78
b80c90d4-9cd8-46f8-84ac-94e736833ab0,37178bfc-5d77-4b64-b5c3-1d737eda19a1,1f3dc6c0-4d6c-4390-b19d-526c55ef8996,cb98811e-0700-4187-83f9-09f6e3219375,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-K-24,fazenda Bom Jesus,Ipiranga do Norte,MT,MACRO IV,REC 402,2024/25,Safra,10/13/2024,2/6/2025,-11.832869,-56.129577,380,Luiz Penna,NC25-46045-2,NC25-46045-2,LINHAGEM,Faixa,8,300,72,2,108
b82200c6-c238-4b16-8b0d-e0d3cdbe8583,e662ef65-d0ef-4abe-aeb5-129a0402a352,ba57f307-855d-4b03-95f5-625edf3cbb69,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,20,300,77,2,130
b827b359-793b-4b6d-b977-8c4495b65413,93b4d9cf-73ac-4ba7-9089-2f13c4af0ad1,c7eede99-f528-4e96-8503-0f81a4107756,6e37f26a-6e29-450b-b77e-0d471ba4a684,b3c863ab-5a70-433e-8f85-d3b2b695e14b,M2-204-C-24,Recanto,Sidrolândia,MS,MACRO II,REC 204,2024/25,Safra,10/25/2024,2/27/2025,-21.06344,-55.03496,485,Luiz Neves,NC25-51243-2,NC25-51243-2,LINHAGEM,Faixa,31,300,79,2,150
b838a881-4cc6-4622-b82f-f6da33efbb90,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,436d2718-f6a4-4467-9094-364c89e4f361,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,25,300,79,2,90
b838b884-c53a-43f7-8bd1-7f1d43f1464e,909187fe-e212-4968-8e38-48edb4dd803d,85b72f03-8f16-4a0b-9e66-dfe9808662a4,a512ba74-dcc1-4745-8d13-f41d08e99d49,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-I-24,Xíru,Cruz Alta,RS,MACRO I,REC 102,2024/25,Safra,11/21/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-97486-6,60KA32 CE,DP2,Faixa,21,250,61,2,87
b85fed0d-40e0-4f0a-a0e0-a1b6cf87d085,7170c336-a62f-448e-9ced-cafcebb8fe6a,858022e7-72e1-4d61-a7bb-1a85bf2eeabe,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,10/21/2024,2/10/2025,-13.5204,-55.3329,500,Lara Martins,79KA72,79KA72 CE,STINE,Faixa,30,300,79,2,123
b8b8bf97-75fe-48f8-8566-b0b9cef66927,6b9c3087-3c27-4802-b46a-5b9c64acff35,665d1dd2-426e-4aa5-88b7-dce96ef8780e,c49350e4-813d-4d50-993b-c20b88420beb,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-B-24,Agrícola Gransafra,Luziânia,GO,MACRO III,REC 304,2024/25,Safra,11/9/2024,3/7/2025,-16.462851,-47.955813,960,Rafael Ribeiro,NC25-60031-5,NC25-60031-5,LINHAGEM,Faixa,37,300,81,2,140
b8e7043d-6901-44c3-8253-9b487fdebec0,6014d1aa-09de-409e-83f5-8ea38ec339f7,4036552d-16bc-445c-8c7c-b39202efc95c,4a4a041e-d1c6-4a70-864a-1479e45e400c,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-C-24,Rancho 60,Querência,MT,MACRO IV,REC 403,2024/25,Safra,11/5/2024,3/4/2025,-12.26784,-51.70005,364,Maklane Duarte,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,27,300,79,2,120
b8f689d5-004b-405a-8870-c968e92b361b,045e37d6-6e4a-41a8-8fe6-480f64f748bb,344be2cf-c8ac-46c2-9a4e-9fb61343079c,b7a51078-c01a-43ff-8374-612f3d87e686,586073f9-041b-4931-9e42-b44975c8b383,M4-401-E-24,Piratini,Primavera do Leste,MT,MACRO IV,REC 401,2024/25,Safra,10/26/2024,2/22/2025,-15.5343,-54.6106,630,Tamila Ribeiro,NC25-49859-7,NC25-49859-7,LINHAGEM,Faixa,4,300,70,2,126
b90fb238-2270-4416-a035-ab5da34509bf,b5e8e2a0-4417-46c9-b7eb-bdbfe9bce4e8,99de06f7-ede1-493f-9579-b3ccfb601038,b2298c08-7619-43c0-9f79-bbceafe8dbc4,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-103-A-24,FAPA AGRÁRIA,Guarapuava,PR,MACRO I,REC 103,2024/25,Safra,11/12/2024,4/3/2025,-25.32376,-51.29328,1150,RAQUEL BARTOLOMEU,SC25-2733-4,SC25-2733-4,LINHAGEM,Faixa,25,250,62,2,71
b95a75cd-1a32-4280-bf4e-cc979feee2da,e662ef65-d0ef-4abe-aeb5-129a0402a352,95338b4a-fe19-4afc-abb0-a62108d1a4e3,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,76KA72,76KA72 CE,STINE,Faixa,19,300,76,2,130
b9863212-fd43-442d-b2ba-766a6f54f31b,ecbdddd6-1d94-4594-973b-27f536913c75,cbd5cb05-53cb-4130-a61b-7952a07f4305,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,10/25/2024,2/21/2025,-15.3624,-55.1638,630,Tamila Ribeiro,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,25,300,79,2,120
b9b755e8-3b99-4bf8-9451-167d2c420ab3,9060e437-1025-4bda-8014-00466498ea7f,25571847-7d58-4998-a107-1b4343ac0b99,d6ee8b49-931a-4c4b-9f4a-1c45cacbabc4,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-I-24,Rodeio ,Sapezal,MT,MACRO IV,REC 402,2024/25,Safra,10/7/2024,2/14/2025,-13.665555,-58.707777,450,Milena Goulart,79KA72,79KA72 CE,STINE,Faixa,30,300,79,2,125
b9e8dc02-5ff7-4dcd-b1cb-7e34d16f298f,000c175b-7af1-435e-85a5-da1bcc47feb9,330f4b06-bd79-4213-9771-5f117f1b18bd,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-96785-1,71KA72 CE,DP2,Faixa,6,300,70,2,122
b9f35803-1508-4161-be01-993ffb9bd27a,000c175b-7af1-435e-85a5-da1bcc47feb9,57db7790-9200-40e3-9c12-7103fdad6e85,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-51943-4,NC25-51943-4,LINHAGEM,Faixa,2,300,69,2,133
ba601306-31b2-4084-9113-985aebc76521,c64e4670-9133-45e5-ba6d-ea5ff23836ac,361e1195-a362-4c09-9598-3e159565b9e9,e3909023-2d56-4ae7-b894-d1eed27c1ded,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-A-24,Bela Vista,Coronel Barros,RS,MACRO I,REC 102,2024/25,Safra,11/17/2024,4/5/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SE24-130204-03,SE24-130204-03,LINHAGEM,Faixa,10,250,57,2,59
baaaa337-b812-4f51-9012-e0f2e80560e2,19c16505-a5f7-4186-8e05-321fd128b020,f3f4007b-ed34-4868-89ff-183696d848ab,06808f13-42e9-45c2-9488-6e1b773718a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-E-24,FAZENDA 3 GERAÇÕES,Dois Vizinhos,PR,MACRO I,REC 102,2024/25,Safra,10/16/2024,2/24/2025,-25.74063,-53.130417,645,RAQUEL BARTOLOMEU,V�NUS CE,BMX VÊNUS CE,CHECK,Faixa,11,250,57,2,69
bab537f6-d243-4a59-a575-9d5ff3405ff4,d335f636-b754-43c3-a2d1-7f1f126c8dc1,352be608-0bae-4c4a-967c-a18ef80b7917,36a5f5db-1493-4901-9b84-4f1f67c8da46,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-G-24,Sementes ROOS,Não-Me-Toque,RS,MACRO I,REC 102,2024/25,Safra,11/14/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SE25-F-99343,SE25-F-99343,LINHAGEM,Faixa,20,250,60,2,84
bac8fe77-45c6-403e-a9b1-ba731af0db70,ecbdddd6-1d94-4594-973b-27f536913c75,32dff1a2-a465-45d3-ae5f-10455aa0db07,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,10/25/2024,2/21/2025,-15.3624,-55.1638,630,Tamila Ribeiro,NC25-60031-5,NC25-60031-5,LINHAGEM,Faixa,36,300,81,2,133
bad38308-e8a7-4ed1-ba84-940576633da5,3eabaf6a-1c50-407f-bea5-e7e7d126c125,0d493f4d-61ff-4379-add0-9a84c08c28cd,4e035013-930b-44dc-a97f-15a626af0f6d,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-B-24,COOPERCAMPOS,Campos Novos,SC,MACRO I,REC 102,2024/25,Safra,10/21/2024,3/31/2025,-27.214859,-51.150175,900,RAQUEL BARTOLOMEU,SC25-98047-8,SC25-98047-8,LINHAGEM,Faixa,2,250,54,2,100
bb0530a6-3b4b-4d6f-90d9-d73e171b7cf7,ecbdddd6-1d94-4594-973b-27f536913c75,95338b4a-fe19-4afc-abb0-a62108d1a4e3,c6036815-7d7e-49a4-848c-4d7d8103ffb1,586073f9-041b-4931-9e42-b44975c8b383,M4-401-C-24,Mariana,Campo Verde,MT,MACRO IV,REC 401,2024/25,Safra,10/25/2024,2/21/2025,-15.3624,-55.1638,630,Tamila Ribeiro,76KA72,76KA72 CE,STINE,Faixa,19,300,76,2,116
bb219f29-e152-4504-97e5-0248bb15fa84,d335f636-b754-43c3-a2d1-7f1f126c8dc1,45cbc31e-8185-4b9f-badc-84cb6d0fd079,36a5f5db-1493-4901-9b84-4f1f67c8da46,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-G-24,Sementes ROOS,Não-Me-Toque,RS,MACRO I,REC 102,2024/25,Safra,11/14/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,TITANIUM TF I2X,BMX TITANIUM TF I2X,CHECK,Faixa,7,250,56,2,88
bb39b6a9-6885-4bf6-a413-47d3c171d538,21910366-14a6-47a5-89cf-77482f63571d,ad2e0e48-b6a0-4131-80ee-aaaa99a9c4e9,a8adb0ad-142c-49da-9021-9ce073ef09ef,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-D-24,Da Lagoa,São Luiz Gonzaga,RS,MACRO I,REC 102,2024/25,Safra,11/15/2024,4/6/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,NEO 610 IPRO,NEO 610 IPRO,CHECK,Faixa,21,250,61,2,62
bb530d7b-4f75-4c8c-b15d-71875cdb796d,367aa894-fe5a-45ed-8e65-58a619703705,f0577179-c4d9-4d2c-b879-8eec73a6c48a,3c622bdd-1b3d-47d2-af2e-8a548d9b375a,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-C-24,SÍTIO DOS SONHOS,São Miguel do Iguaçu,PR,MACRO II,REC 201,2024/25,Safra,9/25/2024,1/23/2025,-25.2848,-54.1809,300,RAQUEL BARTOLOMEU,SC25-73-05-1,SC25-73-05-1,LINHAGEM,Faixa,18,250,59,2,75
bb70f602-36b8-4932-947c-1f565528cf77,8af9c26c-cc0e-4ca4-9f64-1a58d84117cb,08746ae9-e8fe-49f8-b8b0-a78b348062b3,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,10/20/2024,2/1/2025,-12.5943,-54.5731,424,Lara Martins,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,37,300,82,2,107
bbda7977-6d86-4502-9fa4-f5aac0cf874d,c3ae5cbb-559c-4395-888b-f692d9f5851d,ecdafdb4-fd79-41f1-a6a7-f86c1dd0de4b,9e09bbd0-f32d-45e9-b38a-8f5f8b90283f,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-304-A-24,AgroROSSO 1,São Miguel do Passa Quatro,GO,MACRO III,REC 304,2024/25,Safra,11/8/2024,3/6/2025,-16.836499,-48.446628,1010,Rafael Ribeiro,NC25-51243-8,NC25-51243-8,LINHAGEM,Faixa,26,300,79,2,140
bc24b8bb-a1fa-468c-8b6e-b85269589e6e,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,1e44b12f-6ab5-4a51-879c-731f420c473f,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,37,300,82,2,75
bc58036e-ce2a-4018-9ca5-dba44e8fb4ac,ffc66935-b507-4d0e-992a-3675aea567c5,ad9a2bd9-354c-478a-a152-bd2ecce9c7c4,d9b6c3c4-70f8-44d5-8824-1029ff5b0c55,fd6a17f2-2d5a-46b9-ad69-4f3d7816b53a,M4-402-H-24,Lajeada ,Campos de Júlio,MT,MACRO IV,REC 402,2024/25,Safra,10/9/2024,2/13/2025,-14.0275,-59.190277,660,Milena Goulart,DM 73I75 IPRO,DM 73I75 RSF IPRO,CHECK,Faixa,10,300,73,2,114
bcb2cb46-6c4d-4a33-86fa-b5fa7fab5ec1,afe1fe97-def7-4802-befc-e0d295194de1,f31c9996-6b65-4b2c-94fe-e1500852343b,564759b0-73ab-4aea-a312-96f25e699d5b,df4e05ad-5053-463d-a3c3-463d00849eb9,M3-303-A-24,Agro Firmino,Caldas Novas,GO,MACRO III,REC 303,2024/25,Safra,11/6/2024,3/3/2025,-17.611116,-48.654321,705,Rafael Ribeiro,NC25-42295-3,NC25-42295-3,LINHAGEM,Faixa,12,300,74,2,117
bcd97e59-33d9-4afc-a6a2-f24c686097dd,6014d1aa-09de-409e-83f5-8ea38ec339f7,9794c764-5e29-42b5-bf15-f65e827d231f,4a4a041e-d1c6-4a70-864a-1479e45e400c,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-C-24,Rancho 60,Querência,MT,MACRO IV,REC 403,2024/25,Safra,11/5/2024,3/4/2025,-12.26784,-51.70005,364,Maklane Duarte,NEO 820IPRO,NEO 820 IPRO,CHECK,Faixa,40,300,82,2,150
bcf9d4be-33e3-4b5e-93e1-8de7d746e3a6,7170c336-a62f-448e-9ced-cafcebb8fe6a,7ba8f44e-b5cf-4586-91d3-8359e41eaef5,8489999e-b5f5-42d5-9898-8cb0def425f7,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-C-24,Fazenda Carandá II,Nova Mutum,MT,MACRO IV,REC 402,2024/25,Safra,10/21/2024,2/10/2025,-13.5204,-55.3329,500,Lara Martins,NC25-57837-6,NC25-57837-6,LINHAGEM,Faixa,15,300,76,2,115
bd4fc229-0dec-42a0-8b63-4c9195c3ca67,ba23c99d-5a60-454a-b6cb-53cb22c6beff,b45c789a-5616-46ae-9038-32e916b30e74,73aa5e8b-f1a4-4489-a5d6-aa53c6b2a9a7,dc5ab980-65ce-4491-9a4b-341e27c4bec3,M4-403-A-24,Córrego Fundo,Água Boa,MT,MACRO IV,REC 403,2024/25,Safra,11/3/2024,3/7/2025,-13.6462318,-52.6649138,450,Maklane Duarte,NC25-60031-5,NC25-60031-5,LINHAGEM,Faixa,36,300,81,2,150
bd5d2a89-f4e9-4a4b-bb5b-7979a745fc6b,cef40eb7-530a-4952-b16d-79fb93e9e75f,a5712515-421b-479d-b799-5626e0b2f68c,99a40bd5-b361-4b2b-93e7-1e3564984990,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-C-24,Costa Beber,Santo Augusto,RS,MACRO I,REC 102,2024/25,Safra,11/20/2024,4/14/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-8700-3,SC25-8700-3,LINHAGEM,Faixa,25,250,62,2,92
bd8b555a-788f-4577-9aeb-e9b166dc4e81,8af9c26c-cc0e-4ca4-9f64-1a58d84117cb,77e88293-df4a-4596-a60d-5b3fdb094a17,d9717f34-e404-480e-9576-a8bc704609b5,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-E-24,Fazenda Itaúba,Nova Ubiratã,MT,MACRO IV,REC 402,2024/25,Safra,10/20/2024,2/1/2025,-12.5943,-54.5731,424,Lara Martins,NC25-96785-6,NC25-96785-6,LINHAGEM,Faixa,5,300,70,2,82
bdaf3697-9ca9-49a7-83ed-d4702cbbfb96,d335f636-b754-43c3-a2d1-7f1f126c8dc1,bacdd0f5-f004-4a7e-ae51-ffabac1672fc,36a5f5db-1493-4901-9b84-4f1f67c8da46,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-G-24,Sementes ROOS,Não-Me-Toque,RS,MACRO I,REC 102,2024/25,Safra,11/14/2024,,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-73-05-4,SC25-73-05-4,LINHAGEM,Faixa,17,250,59,2,73
bdbe4dc0-439a-4bad-b763-7a8764a47510,000c175b-7af1-435e-85a5-da1bcc47feb9,65781b2f-b70e-41ba-bc90-38814668176e,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,B�NUS IPRO,BMX BÖNUS IPRO,CHECK,Faixa,27,300,79,2,99
bdcd6a15-67ca-4cda-94e9-901c6e019543,21910366-14a6-47a5-89cf-77482f63571d,fb0f06c3-844a-4707-8b1a-40088d5a315f,a8adb0ad-142c-49da-9021-9ce073ef09ef,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-D-24,Da Lagoa,São Luiz Gonzaga,RS,MACRO I,REC 102,2024/25,Safra,11/15/2024,4/6/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,70KA30,70KA30 CE,STINE,Faixa,35,250,76,2,62
bdf3c1cc-f4cf-4d7c-b66b-22e12c96bb33,9cea9d76-6168-4d49-a765-d2d49447cb1c,c61f3a08-a473-4b53-bd50-ebe328067eed,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,TORMENTA CE,BMX TORMENTA CE,CHECK,Faixa,17,300,76,2,122
be181317-6cbc-4f8c-90ea-0a29db442c18,e662ef65-d0ef-4abe-aeb5-129a0402a352,70780ab3-dbda-4a7e-a757-d7a94ee9b4c9,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,37,300,82,2,105
be1b1bde-1b41-4b21-a75d-5327e515fe5d,cef40eb7-530a-4952-b16d-79fb93e9e75f,c94a39a5-b9f5-4b4b-ae06-0908107231c5,99a40bd5-b361-4b2b-93e7-1e3564984990,83e6b5e4-067e-48da-afd6-9fc9fd326829,M1-102-C-24,Costa Beber,Santo Augusto,RS,MACRO I,REC 102,2024/25,Safra,11/20/2024,4/14/2025,0,0,0,ANDRE LUIS DOS SANTOS RITTER,SC25-F-448-6,SC25-F-448-6,LINHAGEM,Faixa,15,250,59,2,87
be3154ad-a87a-45fa-911f-14d69e54cb0a,9cea9d76-6168-4d49-a765-d2d49447cb1c,b32f67be-91b5-447f-9b96-5e0e2f4a23d2,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,12,300,74,2,119
be449d83-5ed4-4081-ab2c-5eadbcb4c732,cda30e04-6e12-4f86-bdab-a464e78ac771,9936c935-4ef4-4b3b-9584-025a510f25bb,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/23/2024,2/20/2025,-12.5611,-55.4622,412,Lara Martins,NC25-74906-3,NC25-74906-3,LINHAGEM,Faixa,41,300,83,2,100
be4afe4f-52bf-4f1c-b0b0-85ac9bf1d6dc,dec78dba-ccdb-48a0-9240-51fc8b0e3e96,8c76dd73-e0b7-4250-857a-3b222f6a8ec2,4db9f327-5421-4971-84bb-8ce6ed788db4,cea7f5ab-9542-41b4-a62e-fe6496faace9,M4-402-A-24,Fazenda Aquidauana,Campo Novo do Parecis,MT,MACRO IV,REC 402,2024/25,Safra,10/15/2024,2/16/2025,-14.163552,-58.053603,437,Josélia Portilho,NC25-62377-7,NC25-62377-7,LINHAGEM,Faixa,33,300,80,2,84
bede7017-b5a0-44a8-ad97-8f0e09490d0c,1155c276-c8fe-4c4a-8347-e780bf040ead,346c530f-e89e-4e36-b984-1c18d22b279b,868a5842-4e3b-4fe4-b42d-8f84f503797f,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M1-102-H-24,SÍTIO VACCA,Cruzeiro do Iguaçu,PR,MACRO I,REC 102,2024/25,Safra,10/17/2024,2/14/2025,-25.355,-53.091,465,RAQUEL BARTOLOMEU,FIBRA IPRO,BMX FIBRA IPRO,CHECK,Faixa,25,250,64,2,91
bee51842-c24d-4b6b-aa8d-93a028e5f35b,e662ef65-d0ef-4abe-aeb5-129a0402a352,e6086286-d997-442f-a8c5-cd4069d77b31,bb22e0fd-b253-47a6-b47a-ca1e9aa0741b,586073f9-041b-4931-9e42-b44975c8b383,M4-401-D-24,Modelo,Rondonópolis,MT,MACRO IV,REC 401,2024/25,Safra,10/30/2024,3/5/2025,-16.6964,-54.6429,534,Tamila Ribeiro,NC25-57837-7,NC25-57837-7,LINHAGEM,Faixa,12,300,74,2,110
bef636da-380f-4073-933f-c883c3f2e572,000c175b-7af1-435e-85a5-da1bcc47feb9,24e755a6-e71f-4e1a-ba76-b72f334014f2,9396310c-0c93-49dc-9e82-6ebaf4a9efa6,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-L-24,fazenda Noro,Sinop,MT,MACRO IV,REC 402,2024/25,Safra,10/19/2024,2/13/2025,-11.681492,-55.541479,350,Luiz Penna,NC25-60864-1,NC25-60864-1,LINHAGEM,Faixa,38,300,82,2,127
bf1d09de-12dc-47bc-8e44-39ff49d18e77,b0129953-4810-4ba8-a69d-bc1e1bfc66de,ec39dc43-f7a2-4e0a-94be-7b3b249ec752,5a9cc3ee-09d0-43f0-9aee-d79dba23f0a6,2fef9e92-3c2b-45a5-8f3f-2eb28550da94,M2-201-B-24,FAZENDA J&J,Mamborê,PR,MACRO II,REC 201,2024/25,Safra,10/14/2024,2/17/2025,-24.337283,-52.697725,665,RAQUEL BARTOLOMEU,DM 56I59 IPRO,DM 56I59 RSF IPRO,CHECK,Faixa,8,250,56,2,76
bf47ebad-9c4f-4823-bd64-b012185a768e,cda30e04-6e12-4f86-bdab-a464e78ac771,e3cdfb75-6497-418d-8af9-2c45b7985e29,cd9e910b-c53e-49f3-991a-2ab0c0f82e74,428c574c-4a2b-4fc0-ab2d-c5177c7db637,M4-402-D-24,Fazenda Flora,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/23/2024,2/20/2025,-12.5611,-55.4622,412,Lara Martins,77EA40,77EA40 E,STINE,Faixa,21,300,77,2,136
bf50681a-028a-48bd-8849-6189ce15f3da,17880cbc-7ee3-4552-9b98-a541391b3504,644338fa-8173-4127-8d4e-807de4d7ec49,e339a07a-37bb-4e51-bd5d-dece7d94a8e6,df4e05ad-5053-463d-a3c3-463d00849eb9,M4-405-B-24,Marina,Correntina,BA,MACRO IV,REC 405,2024/25,Safra,11/12/2024,3/11/2025,0,0,0,Rafael Ribeiro,NC25-67354-3,NC25-67354-3,LINHAGEM,Faixa,21,300,82,2,110
bf538064-e995-454b-a228-60b81ae2aaa1,9cea9d76-6168-4d49-a765-d2d49447cb1c,d68f4805-a109-45bb-890d-b57a3800d4e8,46a26871-132b-4fbf-bb8c-0c43f1226ad9,35b90f23-8b54-40ef-ba56-fefd341a9878,M4-402-F-24,Fazenda Santana ,Sorriso,MT,MACRO IV,REC 402,2024/25,Safra,10/16/2024,2/9/2025,-12.385359,-55.593431,380,Luiz Penna,NC25-2384-7,NC25-2384-7,LINHAGEM,Faixa,20,300,77,2,118
